"","period","mean","converge","signal","type","good"
"1269",8,1,1,10,"ER_partial","Correct consensus"
"1270",9,1,1,10,"ER_partial","Correct consensus"
"1271",10,1,1,10,"ER_partial","Correct consensus"
"1272",11,1,1,10,"ER_partial","Correct consensus"
"1273",12,1,1,10,"ER_partial","Correct consensus"
"1274",1,0.8,NA,11,"ER_partial","Correct consensus"
"1275",2,1,0,11,"ER_partial","Correct consensus"
"1276",3,1,1,11,"ER_partial","Correct consensus"
"1277",4,1,1,11,"ER_partial","Correct consensus"
"1278",5,1,1,11,"ER_partial","Correct consensus"
"1279",6,1,1,11,"ER_partial","Correct consensus"
"1280",7,1,1,11,"ER_partial","Correct consensus"
"1281",8,1,1,11,"ER_partial","Correct consensus"
"1282",9,1,1,11,"ER_partial","Correct consensus"
"1283",10,1,1,11,"ER_partial","Correct consensus"
"1284",11,1,1,11,"ER_partial","Correct consensus"
"1285",12,1,1,11,"ER_partial","Correct consensus"
"1286",1,0.55,NA,12,"ER_partial","Correct consensus"
"1287",2,0.8,0,12,"ER_partial","Correct consensus"
"1288",3,1,0,12,"ER_partial","Correct consensus"
"1289",4,1,1,12,"ER_partial","Correct consensus"
"1290",5,1,1,12,"ER_partial","Correct consensus"
"1291",6,1,1,12,"ER_partial","Correct consensus"
"1292",7,1,1,12,"ER_partial","Correct consensus"
"1293",8,1,1,12,"ER_partial","Correct consensus"
"1294",9,1,1,12,"ER_partial","Correct consensus"
"1295",10,1,1,12,"ER_partial","Correct consensus"
"1296",11,1,1,12,"ER_partial","Correct consensus"
"1297",12,1,1,12,"ER_partial","Correct consensus"
"1298",1,0.55,NA,13,"ER_partial","Correct consensus"
"1299",2,0.7,0,13,"ER_partial","Correct consensus"
"1300",3,0.9,0,13,"ER_partial","Correct consensus"
"1301",4,1,0,13,"ER_partial","Correct consensus"
"1302",5,1,1,13,"ER_partial","Correct consensus"
"1303",6,1,1,13,"ER_partial","Correct consensus"
"1304",7,1,1,13,"ER_partial","Correct consensus"
"1305",8,1,1,13,"ER_partial","Correct consensus"
"1306",9,1,1,13,"ER_partial","Correct consensus"
"1307",10,1,1,13,"ER_partial","Correct consensus"
"1308",11,1,1,13,"ER_partial","Correct consensus"
"1309",12,1,1,13,"ER_partial","Correct consensus"
"1310",1,0.75,NA,14,"ER_partial","Correct consensus"
"1311",2,1,0,14,"ER_partial","Correct consensus"
"1312",3,1,1,14,"ER_partial","Correct consensus"
"1313",4,1,1,14,"ER_partial","Correct consensus"
"1314",5,1,1,14,"ER_partial","Correct consensus"
"1315",6,1,1,14,"ER_partial","Correct consensus"
"1316",7,1,1,14,"ER_partial","Correct consensus"
"1317",8,1,1,14,"ER_partial","Correct consensus"
"1318",9,1,1,14,"ER_partial","Correct consensus"
"1319",10,1,1,14,"ER_partial","Correct consensus"
"1320",11,1,1,14,"ER_partial","Correct consensus"
"1321",12,1,1,14,"ER_partial","Correct consensus"
"1322",1,0.55,NA,15,"ER_partial","Incorrect consensus"
"1323",2,0.4,0,15,"ER_partial","Incorrect consensus"
"1324",3,0.2,0,15,"ER_partial","Incorrect consensus"
"1325",4,0.1,0,15,"ER_partial","Incorrect consensus"
"1326",5,0,0,15,"ER_partial","Incorrect consensus"
"1327",6,0,1,15,"ER_partial","Incorrect consensus"
"1328",7,0,1,15,"ER_partial","Incorrect consensus"
"1329",8,0,1,15,"ER_partial","Incorrect consensus"
"1330",9,0,1,15,"ER_partial","Incorrect consensus"
"1331",10,0,1,15,"ER_partial","Incorrect consensus"
"1332",11,0,1,15,"ER_partial","Incorrect consensus"
"1333",12,0,1,15,"ER_partial","Incorrect consensus"
"1334",1,0.6,NA,16,"ER_partial","Correct consensus"
"1335",2,0.9,0,16,"ER_partial","Correct consensus"
"1336",3,1,0,16,"ER_partial","Correct consensus"
"1337",4,1,1,16,"ER_partial","Correct consensus"
"1338",5,1,1,16,"ER_partial","Correct consensus"
"1339",6,1,1,16,"ER_partial","Correct consensus"
"1340",7,1,1,16,"ER_partial","Correct consensus"
"1341",8,1,1,16,"ER_partial","Correct consensus"
"1342",9,1,1,16,"ER_partial","Correct consensus"
"1343",10,1,1,16,"ER_partial","Correct consensus"
"1344",11,1,1,16,"ER_partial","Correct consensus"
"1345",12,1,1,16,"ER_partial","Correct consensus"
"1346",1,0.55,NA,17,"ER_partial","Incorrect consensus"
"1347",2,0.5,0,17,"ER_partial","Incorrect consensus"
"1348",3,0.4,0,17,"ER_partial","Incorrect consensus"
"1349",4,0.3,0,17,"ER_partial","Incorrect consensus"
"1350",5,0.2,0,17,"ER_partial","Incorrect consensus"
"1351",6,0.1,0,17,"ER_partial","Incorrect consensus"
"1352",7,0,0,17,"ER_partial","Incorrect consensus"
"1353",8,0,1,17,"ER_partial","Incorrect consensus"
"1354",9,0,1,17,"ER_partial","Incorrect consensus"
"1355",10,0,1,17,"ER_partial","Incorrect consensus"
"1356",11,0,1,17,"ER_partial","Incorrect consensus"
"1357",12,0,1,17,"ER_partial","Incorrect consensus"
"1358",1,0.7,NA,18,"ER_partial","Correct consensus"
"1359",2,0.9,0,18,"ER_partial","Correct consensus"
"1360",3,1,0,18,"ER_partial","Correct consensus"
"1361",4,1,1,18,"ER_partial","Correct consensus"
"1362",5,1,1,18,"ER_partial","Correct consensus"
"1363",6,1,1,18,"ER_partial","Correct consensus"
"1364",7,1,1,18,"ER_partial","Correct consensus"
"1365",8,1,1,18,"ER_partial","Correct consensus"
"1366",9,1,1,18,"ER_partial","Correct consensus"
"1367",10,1,1,18,"ER_partial","Correct consensus"
"1368",11,1,1,18,"ER_partial","Correct consensus"
"1369",12,1,1,18,"ER_partial","Correct consensus"
"1370",1,0.65,NA,19,"ER_partial","Correct consensus"
"1371",2,0.8,0,19,"ER_partial","Correct consensus"
"1372",3,0.9,0,19,"ER_partial","Correct consensus"
"1373",4,1,0,19,"ER_partial","Correct consensus"
"1374",5,1,1,19,"ER_partial","Correct consensus"
"1375",6,1,1,19,"ER_partial","Correct consensus"
"1376",7,1,1,19,"ER_partial","Correct consensus"
"1377",8,1,1,19,"ER_partial","Correct consensus"
"1378",9,1,1,19,"ER_partial","Correct consensus"
"1379",10,1,1,19,"ER_partial","Correct consensus"
"1380",11,1,1,19,"ER_partial","Correct consensus"
"1381",12,1,1,19,"ER_partial","Correct consensus"
"1382",1,0.5,NA,20,"ER_partial","Correct consensus"
"1383",2,0.5,0,20,"ER_partial","Correct consensus"
"1384",3,0.6,0,20,"ER_partial","Correct consensus"
"1385",4,0.7,0,20,"ER_partial","Correct consensus"
"1386",5,0.9,0,20,"ER_partial","Correct consensus"
"1387",6,1,0,20,"ER_partial","Correct consensus"
"1388",7,1,1,20,"ER_partial","Correct consensus"
"1389",8,1,1,20,"ER_partial","Correct consensus"
"1390",9,1,1,20,"ER_partial","Correct consensus"
"1391",10,1,1,20,"ER_partial","Correct consensus"
"1392",11,1,1,20,"ER_partial","Correct consensus"
"1393",12,1,1,20,"ER_partial","Correct consensus"
"1394",1,0.8,NA,21,"ER_partial","Correct consensus"
"1395",2,1,0,21,"ER_partial","Correct consensus"
"1396",3,1,1,21,"ER_partial","Correct consensus"
"1397",4,1,1,21,"ER_partial","Correct consensus"
"1398",5,1,1,21,"ER_partial","Correct consensus"
"1399",6,1,1,21,"ER_partial","Correct consensus"
"1400",7,1,1,21,"ER_partial","Correct consensus"
"1401",8,1,1,21,"ER_partial","Correct consensus"
"1402",9,1,1,21,"ER_partial","Correct consensus"
"1403",10,1,1,21,"ER_partial","Correct consensus"
"1404",11,1,1,21,"ER_partial","Correct consensus"
"1405",12,1,1,21,"ER_partial","Correct consensus"
"1406",1,0.65,NA,22,"ER_partial","Correct consensus"
"1407",2,0.9,0,22,"ER_partial","Correct consensus"
"1408",3,1,0,22,"ER_partial","Correct consensus"
"1409",4,1,1,22,"ER_partial","Correct consensus"
"1410",5,1,1,22,"ER_partial","Correct consensus"
"1411",6,1,1,22,"ER_partial","Correct consensus"
"1412",7,1,1,22,"ER_partial","Correct consensus"
"1413",8,1,1,22,"ER_partial","Correct consensus"
"1414",9,1,1,22,"ER_partial","Correct consensus"
"1415",10,1,1,22,"ER_partial","Correct consensus"
"1416",11,1,1,22,"ER_partial","Correct consensus"
"1417",12,1,1,22,"ER_partial","Correct consensus"
"1418",1,0.7,NA,23,"ER_partial","Correct consensus"
"1419",2,0.9,0,23,"ER_partial","Correct consensus"
"1420",3,1,0,23,"ER_partial","Correct consensus"
"1421",4,1,1,23,"ER_partial","Correct consensus"
"1422",5,1,1,23,"ER_partial","Correct consensus"
"1423",6,1,1,23,"ER_partial","Correct consensus"
"1424",7,1,1,23,"ER_partial","Correct consensus"
"1425",8,1,1,23,"ER_partial","Correct consensus"
"1426",9,1,1,23,"ER_partial","Correct consensus"
"1427",10,1,1,23,"ER_partial","Correct consensus"
"1428",11,1,1,23,"ER_partial","Correct consensus"
"1429",12,1,1,23,"ER_partial","Correct consensus"
"1430",1,0.7,NA,24,"ER_partial","Correct consensus"
"1431",2,0.9,0,24,"ER_partial","Correct consensus"
"1432",3,1,0,24,"ER_partial","Correct consensus"
"1433",4,1,1,24,"ER_partial","Correct consensus"
"1434",5,1,1,24,"ER_partial","Correct consensus"
"1435",6,1,1,24,"ER_partial","Correct consensus"
"1436",7,1,1,24,"ER_partial","Correct consensus"
"1437",8,1,1,24,"ER_partial","Correct consensus"
"1438",9,1,1,24,"ER_partial","Correct consensus"
"1439",10,1,1,24,"ER_partial","Correct consensus"
"1440",11,1,1,24,"ER_partial","Correct consensus"
"1441",12,1,1,24,"ER_partial","Correct consensus"
"1442",1,0.7,NA,1,"SB_partial","Correct consensus"
"1443",2,1,0,1,"SB_partial","Correct consensus"
"1444",3,1,1,1,"SB_partial","Correct consensus"
"1445",4,1,1,1,"SB_partial","Correct consensus"
"1446",5,1,1,1,"SB_partial","Correct consensus"
"1447",6,1,1,1,"SB_partial","Correct consensus"
"1448",7,1,1,1,"SB_partial","Correct consensus"
"1449",8,1,1,1,"SB_partial","Correct consensus"
"1450",9,1,1,1,"SB_partial","Correct consensus"
"1451",10,1,1,1,"SB_partial","Correct consensus"
"1452",11,1,1,1,"SB_partial","Correct consensus"
"1453",12,1,1,1,"SB_partial","Correct consensus"
"1454",1,0.6,NA,2,"SB_partial","Breakdown"
"1455",2,0.7,0,2,"SB_partial","Breakdown"
"1456",3,0.7,0,2,"SB_partial","Breakdown"
"1457",4,0.6,0,2,"SB_partial","Breakdown"
"1458",5,0.5,0,2,"SB_partial","Breakdown"
"1459",6,0.5,1,2,"SB_partial","Breakdown"
"1460",7,0.5,1,2,"SB_partial","Breakdown"
"1461",8,0.5,1,2,"SB_partial","Breakdown"
"1462",9,0.5,1,2,"SB_partial","Breakdown"
"1463",10,0.5,1,2,"SB_partial","Breakdown"
"1464",11,0.5,1,2,"SB_partial","Breakdown"
"1465",12,0.5,1,2,"SB_partial","Breakdown"
"1466",1,0.75,NA,3,"SB_partial","Breakdown"
"1467",2,0.7,0,3,"SB_partial","Breakdown"
"1468",3,0.5,0,3,"SB_partial","Breakdown"
"1469",4,0.5,1,3,"SB_partial","Breakdown"
"1470",5,0.5,1,3,"SB_partial","Breakdown"
"1471",6,0.5,1,3,"SB_partial","Breakdown"
"1472",7,0.5,1,3,"SB_partial","Breakdown"
"1473",8,0.5,1,3,"SB_partial","Breakdown"
"1474",9,0.5,1,3,"SB_partial","Breakdown"
"1475",10,0.5,1,3,"SB_partial","Breakdown"
"1476",11,0.5,1,3,"SB_partial","Breakdown"
"1477",12,0.5,1,3,"SB_partial","Breakdown"
"1478",1,0.55,NA,4,"SB_partial","Correct consensus"
"1479",2,0.7,0,4,"SB_partial","Correct consensus"
"1480",3,1,0,4,"SB_partial","Correct consensus"
"1481",4,1,1,4,"SB_partial","Correct consensus"
"1482",5,1,1,4,"SB_partial","Correct consensus"
"1483",6,1,1,4,"SB_partial","Correct consensus"
"1484",7,1,1,4,"SB_partial","Correct consensus"
"1485",8,1,1,4,"SB_partial","Correct consensus"
"1486",9,1,1,4,"SB_partial","Correct consensus"
"1487",10,1,1,4,"SB_partial","Correct consensus"
"1488",11,1,1,4,"SB_partial","Correct consensus"
"1489",12,1,1,4,"SB_partial","Correct consensus"
"1490",1,0.7,NA,5,"SB_partial","Correct consensus"
"1491",2,1,0,5,"SB_partial","Correct consensus"
"1492",3,1,1,5,"SB_partial","Correct consensus"
"1493",4,1,1,5,"SB_partial","Correct consensus"
"1494",5,1,1,5,"SB_partial","Correct consensus"
"1495",6,1,1,5,"SB_partial","Correct consensus"
"1496",7,1,1,5,"SB_partial","Correct consensus"
"1497",8,1,1,5,"SB_partial","Correct consensus"
"1498",9,1,1,5,"SB_partial","Correct consensus"
"1499",10,1,1,5,"SB_partial","Correct consensus"
"1500",11,1,1,5,"SB_partial","Correct consensus"
"1501",12,1,1,5,"SB_partial","Correct consensus"
"1502",1,0.6,NA,6,"SB_partial","Breakdown"
"1503",2,0.5,0,6,"SB_partial","Breakdown"
"1504",3,0.5,1,6,"SB_partial","Breakdown"
"1505",4,0.5,1,6,"SB_partial","Breakdown"
"1506",5,0.5,1,6,"SB_partial","Breakdown"
"1507",6,0.5,1,6,"SB_partial","Breakdown"
"1508",7,0.5,1,6,"SB_partial","Breakdown"
"1509",8,0.5,1,6,"SB_partial","Breakdown"
"1510",9,0.5,1,6,"SB_partial","Breakdown"
"1511",10,0.5,1,6,"SB_partial","Breakdown"
"1512",11,0.5,1,6,"SB_partial","Breakdown"
"1513",12,0.5,1,6,"SB_partial","Breakdown"
"1514",1,0.75,NA,7,"SB_partial","Breakdown"
"1515",2,0.6,0,7,"SB_partial","Breakdown"
"1516",3,0.5,0,7,"SB_partial","Breakdown"
"1517",4,0.5,1,7,"SB_partial","Breakdown"
"1518",5,0.5,1,7,"SB_partial","Breakdown"
"1519",6,0.5,1,7,"SB_partial","Breakdown"
"1520",7,0.5,1,7,"SB_partial","Breakdown"
"1521",8,0.5,1,7,"SB_partial","Breakdown"
"1522",9,0.5,1,7,"SB_partial","Breakdown"
"1523",10,0.5,1,7,"SB_partial","Breakdown"
"1524",11,0.5,1,7,"SB_partial","Breakdown"
"1525",12,0.5,1,7,"SB_partial","Breakdown"
"1526",1,0.65,NA,8,"SB_partial","Correct consensus"
"1527",2,1,0,8,"SB_partial","Correct consensus"
"1528",3,1,1,8,"SB_partial","Correct consensus"
"1529",4,1,1,8,"SB_partial","Correct consensus"
"1530",5,1,1,8,"SB_partial","Correct consensus"
"1531",6,1,1,8,"SB_partial","Correct consensus"
"1532",7,1,1,8,"SB_partial","Correct consensus"
"1533",8,1,1,8,"SB_partial","Correct consensus"
"1534",9,1,1,8,"SB_partial","Correct consensus"
"1535",10,1,1,8,"SB_partial","Correct consensus"
"1536",11,1,1,8,"SB_partial","Correct consensus"
"1537",12,1,1,8,"SB_partial","Correct consensus"
"1538",1,0.8,NA,9,"SB_partial","Correct consensus"
"1539",2,1,0,9,"SB_partial","Correct consensus"
"1540",3,1,1,9,"SB_partial","Correct consensus"
"1541",4,1,1,9,"SB_partial","Correct consensus"
"1542",5,1,1,9,"SB_partial","Correct consensus"
"1543",6,1,1,9,"SB_partial","Correct consensus"
"1544",7,1,1,9,"SB_partial","Correct consensus"
"1545",8,1,1,9,"SB_partial","Correct consensus"
"1546",9,1,1,9,"SB_partial","Correct consensus"
"1547",10,1,1,9,"SB_partial","Correct consensus"
"1548",11,1,1,9,"SB_partial","Correct consensus"
"1549",12,1,1,9,"SB_partial","Correct consensus"
"1550",1,0.7,NA,10,"SB_partial","Correct consensus"
"1551",2,0.9,0,10,"SB_partial","Correct consensus"
"1552",3,1,0,10,"SB_partial","Correct consensus"
"1553",4,1,1,10,"SB_partial","Correct consensus"
"1554",5,1,1,10,"SB_partial","Correct consensus"
"1555",6,1,1,10,"SB_partial","Correct consensus"
"1556",7,1,1,10,"SB_partial","Correct consensus"
"1557",8,1,1,10,"SB_partial","Correct consensus"
"1558",9,1,1,10,"SB_partial","Correct consensus"
"1559",10,1,1,10,"SB_partial","Correct consensus"
"1560",11,1,1,10,"SB_partial","Correct consensus"
"1561",12,1,1,10,"SB_partial","Correct consensus"
"1562",1,0.8,NA,11,"SB_partial","Correct consensus"
"1563",2,1,0,11,"SB_partial","Correct consensus"
"1564",3,1,1,11,"SB_partial","Correct consensus"
"1565",4,1,1,11,"SB_partial","Correct consensus"
"1566",5,1,1,11,"SB_partial","Correct consensus"
"1567",6,1,1,11,"SB_partial","Correct consensus"
"1568",7,1,1,11,"SB_partial","Correct consensus"
"1569",8,1,1,11,"SB_partial","Correct consensus"
"1570",9,1,1,11,"SB_partial","Correct consensus"
"1571",10,1,1,11,"SB_partial","Correct consensus"
"1572",11,1,1,11,"SB_partial","Correct consensus"
"1573",12,1,1,11,"SB_partial","Correct consensus"
"1574",1,0.55,NA,12,"SB_partial","Breakdown"
"1575",2,0.5,0,12,"SB_partial","Breakdown"
"1576",3,0.5,1,12,"SB_partial","Breakdown"
"1577",4,0.5,1,12,"SB_partial","Breakdown"
"1578",5,0.5,1,12,"SB_partial","Breakdown"
"1579",6,0.5,1,12,"SB_partial","Breakdown"
"1580",7,0.5,1,12,"SB_partial","Breakdown"
"1581",8,0.5,1,12,"SB_partial","Breakdown"
"1582",9,0.5,1,12,"SB_partial","Breakdown"
"1583",10,0.5,1,12,"SB_partial","Breakdown"
"1584",11,0.5,1,12,"SB_partial","Breakdown"
"1585",12,0.5,1,12,"SB_partial","Breakdown"
"1586",1,0.55,NA,13,"SB_partial","Correct consensus"
"1587",2,0.8,0,13,"SB_partial","Correct consensus"
"1588",3,0.9,0,13,"SB_partial","Correct consensus"
"1589",4,1,0,13,"SB_partial","Correct consensus"
"1590",5,1,1,13,"SB_partial","Correct consensus"
"1591",6,1,1,13,"SB_partial","Correct consensus"
"1592",7,1,1,13,"SB_partial","Correct consensus"
"1593",8,1,1,13,"SB_partial","Correct consensus"
"1594",9,1,1,13,"SB_partial","Correct consensus"
"1595",10,1,1,13,"SB_partial","Correct consensus"
"1596",11,1,1,13,"SB_partial","Correct consensus"
"1597",12,1,1,13,"SB_partial","Correct consensus"
"1598",1,0.75,NA,14,"SB_partial","Correct consensus"
"1599",2,1,0,14,"SB_partial","Correct consensus"
"1600",3,1,1,14,"SB_partial","Correct consensus"
"1601",4,1,1,14,"SB_partial","Correct consensus"
"1602",5,1,1,14,"SB_partial","Correct consensus"
"1603",6,1,1,14,"SB_partial","Correct consensus"
"1604",7,1,1,14,"SB_partial","Correct consensus"
"1605",8,1,1,14,"SB_partial","Correct consensus"
"1606",9,1,1,14,"SB_partial","Correct consensus"
"1607",10,1,1,14,"SB_partial","Correct consensus"
"1608",11,1,1,14,"SB_partial","Correct consensus"
"1609",12,1,1,14,"SB_partial","Correct consensus"
"1610",1,0.55,NA,15,"SB_partial","Correct consensus"
"1611",2,0.8,0,15,"SB_partial","Correct consensus"
"1612",3,1,0,15,"SB_partial","Correct consensus"
"1613",4,1,1,15,"SB_partial","Correct consensus"
"1614",5,1,1,15,"SB_partial","Correct consensus"
"1615",6,1,1,15,"SB_partial","Correct consensus"
"1616",7,1,1,15,"SB_partial","Correct consensus"
"1617",8,1,1,15,"SB_partial","Correct consensus"
"1618",9,1,1,15,"SB_partial","Correct consensus"
"1619",10,1,1,15,"SB_partial","Correct consensus"
"1620",11,1,1,15,"SB_partial","Correct consensus"
"1621",12,1,1,15,"SB_partial","Correct consensus"
"1622",1,0.6,NA,16,"SB_partial","Correct consensus"
"1623",2,0.9,0,16,"SB_partial","Correct consensus"
"1624",3,1,0,16,"SB_partial","Correct consensus"
"1625",4,1,1,16,"SB_partial","Correct consensus"
"1626",5,1,1,16,"SB_partial","Correct consensus"
"1627",6,1,1,16,"SB_partial","Correct consensus"
"1628",7,1,1,16,"SB_partial","Correct consensus"
"1629",8,1,1,16,"SB_partial","Correct consensus"
"1630",9,1,1,16,"SB_partial","Correct consensus"
"1631",10,1,1,16,"SB_partial","Correct consensus"
"1632",11,1,1,16,"SB_partial","Correct consensus"
"1633",12,1,1,16,"SB_partial","Correct consensus"
"1634",1,0.55,NA,17,"SB_partial","Correct consensus"
"1635",2,0.8,0,17,"SB_partial","Correct consensus"
"1636",3,1,0,17,"SB_partial","Correct consensus"
"1637",4,1,1,17,"SB_partial","Correct consensus"
"1638",5,1,1,17,"SB_partial","Correct consensus"
"1639",6,1,1,17,"SB_partial","Correct consensus"
"1640",7,1,1,17,"SB_partial","Correct consensus"
"1641",8,1,1,17,"SB_partial","Correct consensus"
"1642",9,1,1,17,"SB_partial","Correct consensus"
"1643",10,1,1,17,"SB_partial","Correct consensus"
"1644",11,1,1,17,"SB_partial","Correct consensus"
"1645",12,1,1,17,"SB_partial","Correct consensus"
"1646",1,0.7,NA,18,"SB_partial","Correct consensus"
"1647",2,1,0,18,"SB_partial","Correct consensus"
"1648",3,1,1,18,"SB_partial","Correct consensus"
"1649",4,1,1,18,"SB_partial","Correct consensus"
"1650",5,1,1,18,"SB_partial","Correct consensus"
"1651",6,1,1,18,"SB_partial","Correct consensus"
"1652",7,1,1,18,"SB_partial","Correct consensus"
"1653",8,1,1,18,"SB_partial","Correct consensus"
"1654",9,1,1,18,"SB_partial","Correct consensus"
"1655",10,1,1,18,"SB_partial","Correct consensus"
"1656",11,1,1,18,"SB_partial","Correct consensus"
"1657",12,1,1,18,"SB_partial","Correct consensus"
"1658",1,0.65,NA,19,"SB_partial","Correct consensus"
"1659",2,0.9,0,19,"SB_partial","Correct consensus"
"1660",3,1,0,19,"SB_partial","Correct consensus"
"1661",4,1,1,19,"SB_partial","Correct consensus"
"1662",5,1,1,19,"SB_partial","Correct consensus"
"1663",6,1,1,19,"SB_partial","Correct consensus"
"1664",7,1,1,19,"SB_partial","Correct consensus"
"1665",8,1,1,19,"SB_partial","Correct consensus"
"1666",9,1,1,19,"SB_partial","Correct consensus"
"1667",10,1,1,19,"SB_partial","Correct consensus"
"1668",11,1,1,19,"SB_partial","Correct consensus"
"1669",12,1,1,19,"SB_partial","Correct consensus"
"1670",1,0.5,NA,20,"SB_partial","Breakdown"
"1671",2,0.5,0,20,"SB_partial","Breakdown"
"1672",3,0.5,1,20,"SB_partial","Breakdown"
"1673",4,0.5,1,20,"SB_partial","Breakdown"
"1674",5,0.5,1,20,"SB_partial","Breakdown"
"1675",6,0.5,1,20,"SB_partial","Breakdown"
"1676",7,0.5,1,20,"SB_partial","Breakdown"
"1677",8,0.5,1,20,"SB_partial","Breakdown"
"1678",9,0.5,1,20,"SB_partial","Breakdown"
"1679",10,0.5,1,20,"SB_partial","Breakdown"
"1680",11,0.5,1,20,"SB_partial","Breakdown"
"1681",12,0.5,1,20,"SB_partial","Breakdown"
"1682",1,0.8,NA,21,"SB_partial","Correct consensus"
"1683",2,1,0,21,"SB_partial","Correct consensus"
"1684",3,1,1,21,"SB_partial","Correct consensus"
"1685",4,1,1,21,"SB_partial","Correct consensus"
"1686",5,1,1,21,"SB_partial","Correct consensus"
"1687",6,1,1,21,"SB_partial","Correct consensus"
"1688",7,1,1,21,"SB_partial","Correct consensus"
"1689",8,1,1,21,"SB_partial","Correct consensus"
"1690",9,1,1,21,"SB_partial","Correct consensus"
"1691",10,1,1,21,"SB_partial","Correct consensus"
"1692",11,1,1,21,"SB_partial","Correct consensus"
"1693",12,1,1,21,"SB_partial","Correct consensus"
"1694",1,0.65,NA,22,"SB_partial","Breakdown"
"1695",2,0.6,0,22,"SB_partial","Breakdown"
"1696",3,0.5,0,22,"SB_partial","Breakdown"
"1697",4,0.5,1,22,"SB_partial","Breakdown"
"1698",5,0.5,1,22,"SB_partial","Breakdown"
"1699",6,0.5,1,22,"SB_partial","Breakdown"
"1700",7,0.5,1,22,"SB_partial","Breakdown"
"1701",8,0.5,1,22,"SB_partial","Breakdown"
"1702",9,0.5,1,22,"SB_partial","Breakdown"
"1703",10,0.5,1,22,"SB_partial","Breakdown"
"1704",11,0.5,1,22,"SB_partial","Breakdown"
"1705",12,0.5,1,22,"SB_partial","Breakdown"
"1706",1,0.7,NA,23,"SB_partial","Correct consensus"
"1707",2,1,0,23,"SB_partial","Correct consensus"
"1708",3,1,1,23,"SB_partial","Correct consensus"
"1709",4,1,1,23,"SB_partial","Correct consensus"
"1710",5,1,1,23,"SB_partial","Correct consensus"
"1711",6,1,1,23,"SB_partial","Correct consensus"
"1712",7,1,1,23,"SB_partial","Correct consensus"
"1713",8,1,1,23,"SB_partial","Correct consensus"
"1714",9,1,1,23,"SB_partial","Correct consensus"
"1715",10,1,1,23,"SB_partial","Correct consensus"
"1716",11,1,1,23,"SB_partial","Correct consensus"
"1717",12,1,1,23,"SB_partial","Correct consensus"
"1718",1,0.7,NA,24,"SB_partial","Correct consensus"
"1719",2,0.9,0,24,"SB_partial","Correct consensus"
"1720",3,1,0,24,"SB_partial","Correct consensus"
"1721",4,1,1,24,"SB_partial","Correct consensus"
"1722",5,1,1,24,"SB_partial","Correct consensus"
"1723",6,1,1,24,"SB_partial","Correct consensus"
"1724",7,1,1,24,"SB_partial","Correct consensus"
"1725",8,1,1,24,"SB_partial","Correct consensus"
"1726",9,1,1,24,"SB_partial","Correct consensus"
"1727",10,1,1,24,"SB_partial","Correct consensus"
"1728",11,1,1,24,"SB_partial","Correct consensus"
"1729",12,1,1,24,"SB_partial","Correct consensus"
"1730",1,0.7,NA,1,"RF_partial","Correct consensus"
"1731",2,1,0,1,"RF_partial","Correct consensus"
"1732",3,1,1,1,"RF_partial","Correct consensus"
"1733",4,1,1,1,"RF_partial","Correct consensus"
"1734",5,1,1,1,"RF_partial","Correct consensus"
"1735",6,1,1,1,"RF_partial","Correct consensus"
"1736",7,1,1,1,"RF_partial","Correct consensus"
"1737",8,1,1,1,"RF_partial","Correct consensus"
"1738",9,1,1,1,"RF_partial","Correct consensus"
"1739",10,1,1,1,"RF_partial","Correct consensus"
"1740",11,1,1,1,"RF_partial","Correct consensus"
"1741",12,1,1,1,"RF_partial","Correct consensus"
"1742",1,0.6,NA,2,"RF_partial","Incorrect consensus"
"1743",2,0.3,0,2,"RF_partial","Incorrect consensus"
"1744",3,0.1,0,2,"RF_partial","Incorrect consensus"
"1745",4,0,0,2,"RF_partial","Incorrect consensus"
"1746",5,0,1,2,"RF_partial","Incorrect consensus"
"1747",6,0,1,2,"RF_partial","Incorrect consensus"
"1748",7,0,1,2,"RF_partial","Incorrect consensus"
"1749",8,0,1,2,"RF_partial","Incorrect consensus"
"1750",9,0,1,2,"RF_partial","Incorrect consensus"
"1751",10,0,1,2,"RF_partial","Incorrect consensus"
"1752",11,0,1,2,"RF_partial","Incorrect consensus"
"1753",12,0,1,2,"RF_partial","Incorrect consensus"
"1754",1,0.75,NA,3,"RF_partial","Correct consensus"
"1755",2,1,0,3,"RF_partial","Correct consensus"
"1756",3,1,1,3,"RF_partial","Correct consensus"
"1757",4,1,1,3,"RF_partial","Correct consensus"
"1758",5,1,1,3,"RF_partial","Correct consensus"
"1759",6,1,1,3,"RF_partial","Correct consensus"
"1760",7,1,1,3,"RF_partial","Correct consensus"
"1761",8,1,1,3,"RF_partial","Correct consensus"
"1762",9,1,1,3,"RF_partial","Correct consensus"
"1763",10,1,1,3,"RF_partial","Correct consensus"
"1764",11,1,1,3,"RF_partial","Correct consensus"
"1765",12,1,1,3,"RF_partial","Correct consensus"
"1766",1,0.55,NA,4,"RF_partial","Incorrect consensus"
"1767",2,0.6,0,4,"RF_partial","Incorrect consensus"
"1768",3,0.3,0,4,"RF_partial","Incorrect consensus"
"1769",4,0,0,4,"RF_partial","Incorrect consensus"
"1770",5,0,1,4,"RF_partial","Incorrect consensus"
"1771",6,0,1,4,"RF_partial","Incorrect consensus"
"1772",7,0,1,4,"RF_partial","Incorrect consensus"
